Wall time,Step,Value
1744803536.0014386,39,0.21887241303920746
1744803611.2323542,40,0.2193966954946518
1744803686.1945684,41,0.2192438393831253
1744803761.0189905,42,0.22096911072731018
1744805401.2500772,1,0.3359137773513794
1744805474.916013,2,0.3216123878955841
1744805548.3287854,3,0.3145725727081299
1744805622.6594417,4,0.3118404746055603
1744805696.5242336,5,0.307109534740448
1744805770.2900438,6,0.3013263940811157
1744805844.5897186,7,0.30099236965179443
1744805917.935089,8,0.2931785583496094
1744805991.592756,9,0.2908625304698944
1744806066.3310013,10,0.28620851039886475
1744806139.4403067,11,0.281647652387619
1744806213.0480695,12,0.27674102783203125
1744806286.5399663,13,0.2744223475456238
1744806360.3998384,14,0.27104905247688293
1744806434.3344731,15,0.27098706364631653
1744806507.8246439,16,0.2645788788795471
1744806581.097215,17,0.2677685022354126
1744806654.882698,18,0.2619914710521698
1744806728.071001,19,0.25840386748313904
1744806800.971456,20,0.2582164406776428
1744806874.3910744,21,0.2600170373916626
1744806947.975017,22,0.2579251229763031
1744807021.6314514,23,0.2537498474121094
1744807094.716613,24,0.2526201605796814
1744807167.44302,25,0.25024691224098206
1744807241.1205888,26,0.24996188282966614
1744807314.0859697,27,0.2480284422636032
1744807388.1523697,28,0.24691323935985565
1744807461.849589,29,0.2448301911354065
1744807535.2299583,30,0.2435498684644699
1744807608.3798528,31,0.24249359965324402
1744807681.423702,32,0.24360159039497375
1744807754.7837503,33,0.24139074981212616
1744807827.7197073,34,0.24045048654079437
1744807900.9295502,35,0.23639698326587677
1744807974.2242494,36,0.23652373254299164
1744808047.2735472,37,0.2357516884803772
1744808120.9094102,38,0.23529815673828125
1744808194.1243844,39,0.23856955766677856
1744808268.3593497,40,0.23336899280548096
1744808341.468173,41,0.23245389759540558
1744808414.8969119,42,0.23269304633140564
1744808489.178629,43,0.23203390836715698
1744808563.326813,44,0.2303929179906845
1744808636.3110175,45,0.2281670719385147
1744808709.7549376,46,0.23028425872325897
1744808793.709913,47,0.22915634512901306
1744808868.0653312,48,0.2292136400938034
1744808941.2089024,49,0.23013834655284882
1744809014.4410436,50,0.2289551943540573
1744809621.0709949,1,0.3290499448776245
1744809695.478434,2,0.3132004737854004
1744809769.3489256,3,0.3062344789505005
1744809843.3653178,4,0.296500027179718
1744809974.3700051,5,0.29064318537712097
1744810052.101702,6,0.2896296977996826
1744810125.2567565,7,0.28554001450538635
1744810199.5277972,8,0.2812332808971405
1744810272.5829184,9,0.2778240740299225
1744810346.7930558,10,0.2729679048061371
1744810420.396032,11,0.27033936977386475
1744810493.8059475,12,0.2666226625442505
1744810567.3896954,13,0.26044005155563354
1744810640.5439641,14,0.2584863603115082
1744810714.479789,15,0.26222333312034607
1744810788.6557662,16,0.25569549202919006
1744810862.2975204,17,0.25068819522857666
1744810935.77961,18,0.2521223723888397
1744811009.4931173,19,0.25115862488746643
1744811083.4323945,20,0.24625955522060394
1744811156.566773,21,0.245573952794075
1744811230.3139126,22,0.2435949444770813
1744811303.494906,23,0.2417537122964859
1744811377.5559454,24,0.2374962568283081
1744811451.6877694,25,0.23425334692001343
1744811524.6366014,26,0.23680725693702698
1744811598.073714,27,0.232290118932724
1744811671.2811806,28,0.23060987889766693
1744811744.6509335,29,0.23442421853542328
1744811817.6838055,30,0.22790215909481049
1744811890.946942,31,0.22387222945690155
1744811963.8348196,32,0.22239212691783905
1744812037.1289926,33,0.22297874093055725
1744812110.730007,34,0.22574838995933533
1744812184.6813538,35,0.22202666103839874
1744812258.349115,36,0.2214495688676834
1744812331.8072379,37,0.2197384387254715
1744812405.563904,38,0.2206018716096878
1744812479.290774,39,0.21823528409004211
1744812553.0943317,40,0.22017990052700043
1744812626.870667,41,0.21947765350341797
1744812699.819667,42,0.2156831920146942
1744812772.6535747,43,0.21686497330665588
1744812846.5267882,44,0.21879048645496368
1744812920.363931,45,0.2142152041196823
1744812993.8977098,46,0.21371659636497498
1744813067.185363,47,0.21097075939178467
1744813140.0166755,48,0.21286264061927795
1744813213.7486622,49,0.212144672870636
1744813286.6936228,50,0.20878897607326508
1744813359.9317195,51,0.2111017107963562
1744813432.6154685,52,0.21020397543907166
1744813506.3596632,53,0.2080553025007248
1744813579.7971768,54,0.21227282285690308
1744813653.1657495,55,0.2077106088399887
1744813748.0593245,56,0.2098102569580078
1744813854.4440064,57,0.20970718562602997
1744813960.7969284,58,0.2080005705356598
1744814076.318099,59,0.2020275592803955
1744814190.555058,60,0.20827512443065643
1744814282.4676807,61,0.20272713899612427
1744814356.2125807,62,0.20657525956630707
1744814428.9458883,63,0.20625227689743042
1744814502.3552618,64,0.20271150767803192
1744814575.598222,65,0.20662225782871246
1744814648.764372,66,0.20622237026691437
1744814722.0735807,67,0.20552724599838257
1744814795.0743659,68,0.1994621902704239
1744814868.1837213,69,0.2010100781917572
1744814941.3859098,70,0.19860300421714783
1744815014.5793877,71,0.20090548694133759
1744815087.4008393,72,0.199507936835289
