Wall time,Step,Value
1744810427.4524403,11,0.25628548860549927
1744810500.9718459,12,0.2678893208503723
1744810574.343285,13,0.2550432085990906
1744810647.6846,14,0.26726579666137695
1744810721.6719148,15,0.2508954405784607
1744810795.8333204,16,0.2455017864704132
1744810869.3149638,17,0.2634327709674835
1744810942.8201592,18,0.24065899848937988
1744811016.6397772,19,0.2510260343551636
1744811090.4857628,20,0.2548011839389801
1744811163.7512283,21,0.24495410919189453
1744811237.351564,22,0.24063976109027863
1744811310.7138376,23,0.24426044523715973
1744811384.7027426,24,0.22423505783081055
1744811458.82322,25,0.23567092418670654
1744811531.735629,26,0.23300020396709442
1744811605.2866626,27,0.22659951448440552
1744811678.3187542,28,0.22246979176998138
1744811751.9560764,29,0.22294652462005615
1744811824.6893597,30,0.24617226421833038
1744811898.1266408,31,0.2275395393371582
1744811970.89264,32,0.22517098486423492
1744812044.1341562,33,0.22008830308914185
1744812117.9724445,34,0.22905223071575165
1744812191.8670402,35,0.2147795557975769
1744812265.462728,36,0.2209625542163849
1744812338.9086285,37,0.22661925852298737
1744812412.7494311,38,0.20974905788898468
1744812486.4747348,39,0.2101464420557022
1744812560.2637558,40,0.23191626369953156
1744812633.9218957,41,0.22003962099552155
1744812706.9010913,42,0.21138036251068115
1744812779.9178972,43,0.22222916781902313
1744812853.6246378,44,0.2079954743385315
1744812927.3888376,45,0.2196679413318634
1744813000.945732,46,0.20944100618362427
1744813074.188273,47,0.20937342941761017
1744813147.131997,48,0.2057703137397766
1744813220.9385908,49,0.20441551506519318
1744813293.70884,50,0.22450949251651764
1744813367.0521808,51,0.21113091707229614
1744813439.8893898,52,0.20630834996700287
1744813513.4492402,53,0.20348533987998962
1744813586.8534956,54,0.20506981015205383
1744813660.34092,55,0.206510528922081
1744813758.8231752,56,0.20816421508789062
1744813861.540078,57,0.2031014859676361
1744813972.7287824,58,0.21860498189926147
1744814087.097883,59,0.21115922927856445
1744814202.5575864,60,0.21984872221946716
1744814289.7839365,61,0.21155275404453278
1744814363.2020385,62,0.1950562596321106
1744814435.9537232,63,0.22703994810581207
1744814509.5572398,64,0.23264946043491364
1744814582.623063,65,0.2060496211051941
1744814655.8374412,66,0.2116447538137436
1744814729.2200012,67,0.19910283386707306
1744814802.0801852,68,0.20413747429847717
1744814875.2016523,69,0.20979006588459015
1744814948.4259083,70,0.20709271728992462
1744815021.6387262,71,0.19519080221652985
1744815094.571763,72,0.2439197152853012
